,ask,askVolume,average,baseVolume,bid,bidVolume,change,close,datetime,high,last,low,open,percentage,previousClose,quoteVolume,redd_sent,symbol,timestamp,twi_sent,vwap
0,60575.8,,,3181.36294929,60575.7,,,60575.8,2021-03-14T23:24:31.515Z,61639.2,60575.8,59258.8,61174.9,,,192272541.48887074,0.521746511627907,BTC/USD,1615764271515.0,0.19253979999999976,60437.15997
1,60479.3,,,3174.72992459,60470.4,,,60472.4,2021-03-14T23:29:31.235Z,61639.2,60472.4,59258.8,61174.9,,,191860898.55099887,0.5109720930232559,BTC/USD,1615764571235.0,0.15540919999999983,60433.77015
2,60391.2,,,3183.66219112,60391.1,,,60391.2,2021-03-14T23:34:31.722Z,61639.2,60391.2,59258.8,61174.9,,,192392247.5878565,0.5088511627906978,BTC/USD,1615764871722.0,0.1699927999999997,60431.11236
3,60122.9,,,3187.86404427,60117.8,,,60111.7,2021-03-14T23:39:31.413Z,61639.2,60111.7,59258.8,61174.9,,,192636400.08196148,0.5266162790697675,BTC/USD,1615765171413.0,0.15887019999999982,60428.04756
4,60011.8,,,3205.87197667,60008.7,,,60020.1,2021-03-14T23:44:31.704Z,61639.2,60020.1,59258.8,61174.9,,,193705798.79740557,0.5156348837209304,BTC/USD,1615765471704.0,0.13303959999999992,60422.18785
5,59629.6,,,3227.02679385,59602.8,,,59616.5,2021-03-14T23:49:31.738Z,61639.2,59616.5,59258.8,61174.9,,,194892911.93967924,0.5156348837209304,BTC/USD,1615765771738.0,0.13018339999999998,60393.9553
6,59400.1,,,3250.05027773,59400.0,,,59400.0,2021-03-14T23:54:32.030Z,61639.2,59400.0,59258.8,61174.9,,,196244028.76454803,0.5156348837209304,BTC/USD,1615766072030.0,0.1078101999999999,60381.84397
7,59141.3,,,3369.58164049,59109.1,,,59105.4,2021-03-14T23:59:32.242Z,61639.2,59105.4,59063.9,61174.9,,,203311747.52792948,0.4975833333333334,BTC/USD,1615766372242.0,0.14737659999999997,60337.38583
8,59043.1,,,3453.81286326,59043.0,,,59081.8,2021-03-15T00:04:31.897Z,61639.2,59081.8,58700.0,59001.0,,,208245536.13791162,0.4975833333333334,BTC/USD,1615766671897.0,0.13045599999999996,60294.38895
9,59300.2,,,3463.78650702,59300.1,,,59300.1,2021-03-15T00:09:32.227Z,61639.2,59300.1,58700.0,59001.0,,,208809716.7751994,0.4975833333333334,BTC/USD,1615766972227.0,0.1511383999999999,60283.65673
10,59375.1,,,3471.28263831,59375.0,,,59375.0,2021-03-15T00:14:32.718Z,61639.2,59375.0,58700.0,59001.0,,,209244912.1325674,0.4975833333333334,BTC/USD,1615767272718.0,0.11993719999999991,60278.84616
11,59607.5,,,3482.59701563,59601.5,,,59591.2,2021-03-15T00:19:33.130Z,61639.2,59591.2,58700.0,59001.0,,,209899791.8141474,0.4630863636363636,BTC/USD,1615767573130.0,0.13449159999999988,60271.05372
12,59681.4,,,3452.71921313,59672.8,,,59699.6,2021-03-15T00:24:33.702Z,61639.2,59699.6,58700.0,59001.0,,,208037019.58569974,0.454446511627907,BTC/USD,1615767873702.0,0.11825539999999986,60253.09524
13,59844.9,,,3497.48137796,59839.3,,,59835.0,2021-03-15T00:29:34.204Z,61601.7,59835.0,58700.0,59001.0,,,210688038.21113825,0.4313954545454546,BTC/USD,1615768174204.0,0.24724659999999943,60239.93138
14,59881.4,,,3503.83155218,59881.3,,,59874.4,2021-03-15T00:34:34.795Z,61572.6,59874.4,58700.0,59001.0,,,211056232.3842767,0.4313954545454546,BTC/USD,1615768474795.0,0.24468359999999933,60235.83875
15,59820.1,,,3500.74084816,59820.0,,,59847.7,2021-03-15T00:39:35.296Z,61500.0,59847.7,58700.0,59001.0,,,210848288.79768777,0.41007142857142864,BTC/USD,1615768775296.0,0.20460859999999959,60229.61937
16,59803.0,,,3496.91980746,59802.9,,,59803.0,2021-03-15T00:44:35.828Z,61500.0,59803.0,58700.0,59001.0,,,210602713.81148374,0.40116511627906976,BTC/USD,1615769075828.0,0.19194519999999943,60225.20544
17,59829.2,,,3482.48975275,59829.1,,,59836.1,2021-03-15T00:49:35.531Z,61500.0,59836.1,58700.0,59001.0,,,209710201.46256784,0.4087761904761904,BTC/USD,1615769375531.0,0.1850831999999996,60218.46907
18,59700.0,,,3471.95518996,59699.9,,,59680.8,2021-03-15T00:54:46.841Z,61500.0,59680.8,58700.0,59001.0,,,209056756.15795588,0.4212767441860465,BTC/USD,1615769686841.0,0.19849699999999976,60212.97647
19,59436.9,,,3509.36168517,59436.8,,,59427.9,2021-03-15T00:59:47.261Z,61500.0,59427.9,58700.0,59001.0,,,211272352.50151923,0.4212767441860465,BTC/USD,1615769987261.0,0.19278799999999974,60202.50161
20,59525.1,,,3505.29429246,59524.3,,,59524.4,2021-03-15T01:04:47.986Z,61500.0,59524.4,58700.0,59001.0,,,210987811.41811547,0.4212767441860465,BTC/USD,1615770287986.0,0.19308419999999968,60191.18334
21,59388.2,,,3502.57606314,59379.8,,,59379.8,2021-03-15T01:09:48.442Z,61500.0,59379.8,58700.0,59001.0,,,210791553.37440875,0.4424880952380952,BTC/USD,1615770588442.0,0.16806219999999963,60181.86317
22,59636.0,,,3483.23184617,59635.9,,,59581.2,2021-03-15T01:14:48.975Z,61500.0,59581.2,58700.0,59001.0,,,209607378.67758167,0.4426738095238096,BTC/USD,1615770888975.0,0.18956699999999957,60176.12032
23,59696.3,,,3494.20911394,59696.2,,,59681.3,2021-03-15T01:19:49.795Z,61500.0,59681.3,58700.0,59001.0,,,210246809.35646996,0.4426738095238096,BTC/USD,1615771189795.0,0.18234219999999957,60170.07068
24,59905.0,,,3484.93790467,59904.9,,,59905.0,2021-03-15T01:24:49.698Z,61500.0,59905.0,58700.0,59001.0,,,209670821.87854442,0.0,BTC/USD,1615771489698.0,0.17066179999999956,60164.86595
25,60016.4,,,3498.90652966,60009.6,,,60012.4,2021-03-15T01:29:49.536Z,61500.0,60012.4,58700.0,59001.0,,,210497268.57062078,0.0,BTC/USD,1615771789536.0,0.1531955999999997,60160.8722
26,60100.0,,,3501.17166439,60099.9,,,60071.1,2021-03-15T01:34:50.443Z,61500.0,60071.1,58700.0,59001.0,,,210629000.87226057,0.0,BTC/USD,1615772090443.0,0.10966500000000005,60159.57544
27,60100.0,,,3484.69554544,60099.9,,,60099.9,2021-03-15T01:39:50.025Z,61500.0,60099.9,58700.0,59001.0,,,209618941.02316827,0.0,BTC/USD,1615772390025.0,0.09514760000000004,60154.16219
28,60250.1,,,3536.51751358,60250.0,,,60250.0,2021-03-15T01:44:50.284Z,61500.0,60250.0,58700.0,59001.0,,,212735449.27109087,0.0,BTC/USD,1615772690284.0,0.1496801999999997,60153.93631
29,60000.0,,,3560.94718186,59999.9,,,59999.9,2021-03-15T01:49:50.543Z,61500.0,59999.9,58700.0,59001.0,,,214199627.23003402,0.0,BTC/USD,1615772990543.0,0.11867979999999989,60152.43032
30,59963.9,,,3557.39181192,59963.8,,,59962.9,2021-03-15T01:54:50.139Z,61500.0,59962.9,58700.0,59001.0,,,213974296.93774208,0.0,BTC/USD,1615773290139.0,0.153193,60149.20713
31,59970.1,,,3606.07695554,59970.0,,,59970.1,2021-03-15T01:59:50.337Z,61500.0,59970.1,58700.0,59001.0,,,216879316.19415888,0.0,BTC/USD,1615773590337.0,0.16032379999999985,60142.73097
32,60289.7,,,3613.27185873,60289.6,,,60288.6,2021-03-15T02:04:50.614Z,61500.0,60288.6,58700.0,59001.0,,,217303286.3740883,0.0,BTC/USD,1615773890614.0,0.14421939999999997,60140.30908
33,60270.1,,,3613.01759114,60270.0,,,60275.6,2021-03-15T02:09:50.561Z,61500.0,60275.6,58700.0,59001.0,,,217283639.36671162,0.0,BTC/USD,1615774190561.0,0.15104439999999988,60139.10364
34,60143.6,,,3609.49476998,60143.5,,,60143.5,2021-03-15T02:14:50.854Z,61500.0,60143.5,58700.0,59001.0,,,217064748.98062295,0.0,BTC/USD,1615774490854.0,0.17935539999999983,60137.1557
35,60209.8,,,3617.15770884,60209.7,,,60209.8,2021-03-15T02:19:50.543Z,61500.0,60209.8,58700.0,59001.0,,,217523414.82303426,0.0,BTC/USD,1615774790543.0,0.13541699999999984,60136.55813
36,60069.2,,,3623.17643952,60069.1,,,60069.1,2021-03-15T02:24:50.831Z,61500.0,60069.1,58700.0,59001.0,,,217883713.61935854,0.0,BTC/USD,1615775090831.0,0.12442239999999995,60136.10357
37,60200.0,,,3614.1706439,60199.9,,,60200.0,2021-03-15T02:29:51.258Z,61500.0,60200.0,58700.0,59001.0,,,217331024.23728308,0.0,BTC/USD,1615775391258.0,0.11122119999999995,60133.02792
38,60125.7,,,3612.61235303,60119.8,,,60134.0,2021-03-15T02:34:51.677Z,61500.0,60134.0,58700.0,59001.0,,,217234339.08369866,0.0,BTC/USD,1615775691677.0,0.2135357999999993,60132.20292
39,60269.7,,,3617.03719509,60268.5,,,60267.6,2021-03-15T02:39:52.315Z,61500.0,60267.6,58700.0,59001.0,,,217494688.30807447,0.0,BTC/USD,1615775992315.0,0.1495349999999997,60130.61978
40,60188.0,,,3622.63665578,60187.9,,,60188.0,2021-03-15T02:44:52.397Z,61500.0,60188.0,58700.0,59001.0,,,217828140.344337,0.0,BTC/USD,1615776292397.0,0.14187659999999994,60129.72347
41,60106.8,,,3612.94566907,60106.7,,,60098.5,2021-03-15T02:49:52.587Z,61500.0,60098.5,58700.0,59001.0,,,217236543.3367292,0.0,BTC/USD,1615776592587.0,0.14516859999999981,60127.26546
42,60162.6,,,3607.3862603,60162.5,,,60162.6,2021-03-15T02:54:52.438Z,61500.0,60162.6,58700.0,59001.0,,,216896425.37608448,0.0,BTC/USD,1615776892438.0,0.17061079999999962,60125.64492
43,60049.5,,,3574.05599231,60049.4,,,60053.3,2021-03-15T02:59:52.949Z,61500.0,60053.3,58700.0,59001.0,,,214858878.03734636,0.0,BTC/USD,1615777192949.0,0.14027819999999985,60116.25965
44,60299.3,,,3552.03743374,60294.4,,,60294.5,2021-03-15T03:04:52.838Z,61500.0,60294.5,58700.0,59001.0,,,213512756.80674312,0.0,BTC/USD,1615777492838.0,0.13805919999999985,60109.93994
45,60140.0,,,3544.59105412,60139.9,,,60140.0,2021-03-15T03:09:53.707Z,61500.0,60140.0,58700.0,59001.0,,,213053112.1306654,0.0,BTC/USD,1615777793707.0,0.15362339999999977,60106.5423
46,60193.1,,,3552.85083007,60185.5,,,60182.5,2021-03-15T03:14:53.214Z,61500.0,60182.5,58700.0,59001.0,,,213542258.19617125,0.0,BTC/USD,1615778093214.0,0.1629883999999998,60104.48184
47,60264.6,,,3545.57068238,60261.5,,,60269.9,2021-03-15T03:19:53.099Z,61500.0,60269.9,58700.0,59001.0,,,213096053.84416097,0.0,BTC/USD,1615778393099.0,0.17156799999999975,60102.04645
48,60214.7,,,3538.30693923,60214.6,,,60214.7,2021-03-15T03:24:53.533Z,61500.0,60214.7,58700.0,59001.0,,,212650985.28746846,0.0,BTC/USD,1615778693533.0,0.13955339999999986,60099.6434
49,60188.2,,,3520.63329248,60184.6,,,60187.5,2021-03-15T03:29:53.922Z,61500.0,60187.5,58700.0,59001.0,,,211558919.15146568,0.0,BTC/USD,1615778993922.0,0.17658199999999968,60091.15451
50,60215.7,,,3514.3356248,60215.6,,,60215.6,2021-03-15T03:34:54.415Z,61500.0,60215.6,58700.0,59001.0,,,211167488.31384656,0.0,BTC/USD,1615779294415.0,0.19387239999999972,60087.45631
51,60190.2,,,3506.95697738,60186.9,,,60186.8,2021-03-15T03:39:54.076Z,61500.0,60186.8,58700.0,59001.0,,,210712591.7768373,0.0,BTC/USD,1615779594076.0,0.20667779999999952,60084.16788
52,60255.0,,,3510.75875231,60254.9,,,60226.3,2021-03-15T03:44:54.530Z,61500.0,60226.3,58700.0,59001.0,,,210938786.0142359,0.0,BTC/USD,1615779894530.0,0.19191299999999983,60083.53205
53,60450.1,,,3519.91812853,60450.0,,,60450.0,2021-03-15T03:49:54.474Z,61500.0,60450.0,58700.0,59001.0,,,211487307.4781198,0.0,BTC/USD,1615780194474.0,0.18411739999999965,60083.01891
54,60369.4,,,3516.24506308,60369.3,,,60369.3,2021-03-15T03:54:54.416Z,61500.0,60369.3,58700.0,59001.0,,,211249211.05925804,0.0,BTC/USD,1615780494416.0,0.20062819999999967,60078.0683
55,60352.0,,,3508.91713821,60351.9,,,60351.9,2021-03-15T03:59:54.442Z,61500.0,60351.9,58700.0,59001.0,,,210795931.40525877,0.0,BTC/USD,1615780794442.0,0.21613439999999956,60074.35431
56,60502.6,,,3510.54792711,60502.5,,,60505.4,2021-03-15T04:04:54.884Z,61402.8,60505.4,58700.0,59001.0,,,210880682.64207467,0.0,BTC/USD,1615781094884.0,0.24128599999999947,60070.58927
57,60508.9,,,3513.49466045,60508.8,,,60516.4,2021-03-15T04:09:54.543Z,61402.8,60516.4,58700.0,59001.0,,,211052167.6420496,0.0,BTC/USD,1615781394543.0,0.18719439999999948,60069.01619
58,60463.5,,,3510.76107125,60463.4,,,60463.5,2021-03-15T04:14:55.158Z,61402.8,60463.5,58700.0,59001.0,,,210884724.38932797,0.0,BTC/USD,1615781695158.0,0.21038859999999976,60068.09353
59,60421.1,,,3503.2447538,60421.0,,,60421.0,2021-03-15T04:19:55.613Z,61402.8,60421.0,58700.0,59001.0,,,210423738.19502977,0.0,BTC/USD,1615781995613.0,0.2146985999999996,60065.38309
60,60400.1,,,3505.26374273,60400.0,,,60400.0,2021-03-15T04:24:55.789Z,61402.8,60400.0,58700.0,59001.0,,,210543695.55539805,0.0,BTC/USD,1615782295789.0,0.22799199999999953,60065.00823
61,60309.9,,,3502.69983665,60309.8,,,60309.9,2021-03-15T04:29:55.329Z,61400.1,60309.9,58700.0,59001.0,,,210381169.1893885,0.0,BTC/USD,1615782595329.0,0.2366669999999996,60062.5743
62,60056.3,,,3526.81192514,60054.5,,,60038.9,2021-03-15T04:34:55.370Z,61321.9,60038.9,58700.0,59001.0,,,211825513.57497504,0.0,BTC/USD,1615782895370.0,0.17468519999999976,60061.4714
63,60108.4,,,3553.51479586,60108.3,,,60070.2,2021-03-15T04:39:55.185Z,61288.7,60070.2,58700.0,59001.0,,,213425984.27644286,0.0,BTC/USD,1615783195185.0,0.32255979999999945,60060.53064
64,60023.2,,,3563.52761834,60019.4,,,60024.9,2021-03-15T04:44:55.317Z,61265.0,60024.9,58700.0,59001.0,,,214021627.59544533,0.0,BTC/USD,1615783495317.0,0.3282785999999991,60058.92209
65,59876.9,,,3584.47463461,59871.7,,,59856.8,2021-03-15T04:49:55.587Z,61248.3,59856.8,58700.0,59001.0,,,215269072.12349933,0.0,BTC/USD,1615783795587.0,0.2656339999999994,60055.96191
66,59768.1,,,3592.49001745,59747.8,,,59767.6,2021-03-15T04:54:55.580Z,61248.3,59767.6,58700.0,59001.0,,,215747387.1236007,0.0,BTC/USD,1615784095580.0,0.2883725999999995,60055.1111
67,59763.7,,,3603.34935983,59763.6,,,59753.8,2021-03-15T04:59:55.666Z,61248.3,59753.8,58700.0,59001.0,,,216394159.41767952,0.0,BTC/USD,1615784395666.0,0.2566233999999995,60053.61618
68,59578.5,,,3617.3523924,59563.2,,,59559.8,2021-03-15T05:04:56.057Z,61248.3,59559.8,58700.0,59001.0,,,217224549.31509966,0.0,BTC/USD,1615784696057.0,0.24879739999999959,60050.70166
69,59665.5,,,3602.28831316,59665.4,,,59665.4,2021-03-15T05:09:55.834Z,61248.3,59665.4,58700.0,59001.0,,,216299653.09534782,0.0,BTC/USD,1615784995834.0,0.2615427999999996,60045.06977
70,59598.0,,,3595.61366996,59588.9,,,59598.0,2021-03-15T05:14:56.442Z,61187.6,59598.0,58700.0,59001.0,,,215883759.0492225,0.0,BTC/USD,1615785296442.0,0.22192339999999985,60040.86614
71,59846.6,,,3595.42622974,59843.4,,,59846.6,2021-03-15T05:19:56.992Z,61104.8,59846.6,58700.0,59001.0,,,215862949.627499,0.24845744680851067,BTC/USD,1615785596992.0,0.2092567999999997,60038.2085
72,59781.8,,,3593.7176634,59781.7,,,59781.8,2021-03-15T05:24:56.797Z,61104.8,59781.8,58700.0,59001.0,,,215752533.90460524,0.25385869565217395,BTC/USD,1615785896797.0,0.2457035999999997,60036.0279
73,59634.5,,,3575.44249579,59625.9,,,59625.9,2021-03-15T05:29:56.901Z,61104.8,59625.9,58700.0,59001.0,,,214625368.54218715,0.24900638297872346,BTC/USD,1615786196901.0,0.2180707999999996,60027.6382
74,59725.1,,,3569.53763946,59725.0,,,59730.0,2021-03-15T05:34:56.651Z,61104.8,59730.0,58700.0,59001.0,,,214255451.4039449,0.24900638297872346,BTC/USD,1615786496651.0,0.2436965999999998,60023.30639
75,59424.0,,,3575.99820559,59421.2,,,59418.5,2021-03-15T05:39:56.907Z,61104.8,59418.5,58700.0,59001.0,,,214634267.59103903,0.2479166666666667,BTC/USD,1615786796907.0,0.22063939999999962,60020.79846
76,59329.9,,,3648.36958782,59320.5,,,59339.8,2021-03-15T05:44:57.083Z,61100.1,59339.8,58700.0,59001.0,,,218926099.05145147,0.25920638297872345,BTC/USD,1615787097083.0,0.35390459999999924,60006.55739
77,59362.6,,,3657.09510737,59357.0,,,59360.8,2021-03-15T05:49:57.266Z,61092.6,59360.8,58700.0,59001.0,,,219435336.89017195,0.25920638297872345,BTC/USD,1615787397266.0,0.2928571999999992,60002.63336
78,59221.1,,,3667.00709467,59221.0,,,59216.2,2021-03-15T05:54:57.226Z,61092.6,59216.2,58700.0,59001.0,,,220010584.01987904,0.2770914893617022,BTC/USD,1615787697226.0,0.26391259999999955,59997.31616
79,59008.3,,,3687.76333088,59008.2,,,59009.7,2021-03-15T05:59:57.323Z,61092.6,59009.7,58700.0,59001.0,,,221225019.57019103,0.27553333333333335,BTC/USD,1615787997323.0,0.2821917999999993,59988.94173
80,59299.9,,,3689.90714078,59299.8,,,59292.6,2021-03-15T06:04:57.425Z,61092.6,59292.6,58700.0,59001.0,,,221333435.8315239,0.27553333333333335,BTC/USD,1615788297425.0,0.2738023999999993,59983.47042
81,59337.6,,,3700.33392929,59337.5,,,59337.6,2021-03-15T06:09:57.839Z,61092.6,59337.6,58700.0,59001.0,,,221939556.04766837,0.27553333333333335,BTC/USD,1615788597839.0,0.20908339999999948,59978.25069
82,59260.9,,,3698.46521488,59253.1,,,59272.3,2021-03-15T06:14:57.769Z,61092.6,59272.3,58700.0,59001.0,,,221815621.94659767,0.2851479166666667,BTC/USD,1615788897769.0,0.20629639999999974,59975.04615
83,59115.1,,,3691.17161645,59115.0,,,59115.1,2021-03-15T06:19:57.822Z,61092.6,59115.1,58700.0,59001.0,,,221365495.1015862,0.2851479166666667,BTC/USD,1615789197822.0,0.23800219999999953,59971.60742
84,58936.9,,,3705.85273143,58936.8,,,58926.8,2021-03-15T06:24:57.534Z,61092.6,58926.8,58700.0,59001.0,,,222189208.70857057,0.28498125,BTC/USD,1615789497534.0,0.22714979999999954,59956.29746
85,59168.9,,,3707.41441774,59168.8,,,59168.4,2021-03-15T06:29:57.771Z,61092.6,59168.4,58700.0,59001.0,,,222270438.18598443,0.28646122448979594,BTC/USD,1615789797771.0,0.22850819999999955,59952.95188
86,58733.2,,,3697.22282814,58730.1,,,58743.2,2021-03-15T06:34:57.641Z,61092.6,58743.2,58700.0,59001.0,,,221601949.19808486,0.2902660000000001,BTC/USD,1615790097641.0,0.24239739999999965,59937.40694
87,58830.5,,,3755.21374904,58820.8,,,58840.0,2021-03-15T06:39:58.056Z,61092.6,58840.0,58535.0,59001.0,,,224989669.0468708,0.2902660000000001,BTC/USD,1615790398056.0,0.1676657999999996,59913.94474
88,58531.5,,,3823.54604306,58531.4,,,58531.4,2021-03-15T06:44:57.699Z,61092.6,58531.4,58459.5,59001.0,,,228980114.0105301,0.2902660000000001,BTC/USD,1615790697699.0,0.1660007999999998,59886.84625
89,58607.3,,,3844.08328312,58601.3,,,58601.3,2021-03-15T06:49:57.427Z,61092.6,58601.3,58459.5,59001.0,,,230157993.4588548,0.2902660000000001,BTC/USD,1615790997427.0,0.1822153999999998,59873.31088
90,58561.2,,,3851.68745829,58553.8,,,58531.6,2021-03-15T06:54:57.699Z,61092.6,58531.6,58459.5,59001.0,,,230589129.86764386,0.2848382978723405,BTC/USD,1615791297699.0,0.17405479999999973,59867.04071
91,58750.2,,,3876.90169656,58737.4,,,58772.9,2021-03-15T06:59:57.993Z,61092.6,58772.9,58459.5,59001.0,,,232057564.68494835,0.3439673913043479,BTC/USD,1615791597993.0,0.18406479999999983,59856.44797
92,58487.4,,,3926.42911502,58487.3,,,58487.3,2021-03-15T07:04:57.769Z,61092.6,58487.3,58459.5,59001.0,,,234945021.16494524,0.3396130434782609,BTC/USD,1615791897769.0,0.17222579999999976,59836.81719
93,58250.1,,,3970.61718873,58250.0,,,58250.1,2021-03-15T07:09:57.405Z,61092.6,58250.1,58155.0,59001.0,,,237483691.1672661,0.3439130434782609,BTC/USD,1615792197405.0,0.21160139999999944,59810.27127
94,58062.3,,,4008.95730009,58059.6,,,58057.9,2021-03-15T07:14:57.180Z,61092.6,58057.9,58050.0,59001.0,,,239705916.23831326,0.3576777777777778,BTC/USD,1615792497180.0,0.20944059999999956,59792.58403
95,57914.2,,,4216.65771256,57912.0,,,57914.7,2021-03-15T07:19:56.651Z,61092.6,57914.7,57800.0,59001.0,,,251703762.09969744,0.37130652173913037,BTC/USD,1615792796651.0,0.14337639999999968,59692.71856
96,57482.1,,,4304.2010706,57482.0,,,57482.0,2021-03-15T07:24:56.833Z,61092.6,57482.0,57482.0,59001.0,,,256727603.24773914,0.35550652173913055,BTC/USD,1615793096833.0,0.12490659999999983,59645.82022
97,57843.4,,,4364.81218783,57838.2,,,57812.9,2021-03-15T07:29:56.856Z,61092.6,57812.9,57276.0,59001.0,,,260193634.2397622,0.35712826086956523,BTC/USD,1615793396856.0,0.17253199999999974,59611.64491
98,58205.4,,,4403.55806371,58205.3,,,58205.4,2021-03-15T07:34:57.345Z,61092.6,58205.4,57276.0,59001.0,,,262431559.56833693,0.3495297872340426,BTC/USD,1615793697345.0,0.13930099999999973,59595.34444
99,58100.3,,,4422.5719714,58100.2,,,58100.3,2021-03-15T07:39:57.968Z,61092.6,58100.3,57276.0,59001.0,,,263506856.28717017,0.3495297872340426,BTC/USD,1615793997968.0,0.1738463999999997,59582.26525
100,58368.8,,,4426.64849418,58368.7,,,58359.7,2021-03-15T07:44:57.582Z,61092.6,58359.7,57276.0,59001.0,,,263733145.8792883,0.3478404255319149,BTC/USD,1615794297582.0,0.19117559999999975,59578.51549
